_id,sensor_id,date,pressure
1,7,2016-03-13 11:09:43.368,988.0302734375
2,7,2016-03-13 11:09:44.365,987.93505859375
3,7,2016-03-13 11:09:45.374,988.027587890625
4,7,2016-03-13 11:09:46.365,988.007568359375
5,7,2016-03-13 11:09:47.366,987.9951171875
6,7,2016-03-13 11:09:48.365,988.1455078125
7,7,2016-03-13 11:09:49.364,988.098388671875
8,7,2016-03-13 11:09:50.369,988.149658203125
9,7,2016-03-13 11:09:51.383,988.091064453125
10,7,2016-03-13 11:09:52.365,988.087646484375
11,7,2016-03-13 11:09:53.367,988.1435546875
12,7,2016-03-13 11:09:54.368,988.145263671875
13,7,2016-03-13 11:09:55.365,988.1298828125
14,7,2016-03-13 11:09:56.369,988.150634765625
15,7,2016-03-13 11:09:57.364,988.08203125
16,7,2016-03-13 11:09:58.364,988.166259765625
17,7,2016-03-13 11:09:59.365,988.111083984375
18,7,2016-03-13 11:10:00.364,988.174072265625
19,7,2016-03-13 11:10:01.366,988.11328125
20,7,2016-03-13 11:10:02.366,988.056396484375
21,7,2016-03-13 11:10:03.369,988.10498046875
22,7,2016-03-13 11:10:04.395,988.04736328125
23,7,2016-03-13 11:10:05.367,988.075439453125
24,7,2016-03-13 11:10:06.366,988.024169921875
25,7,2016-03-13 11:10:07.367,988.051025390625
26,7,2016-03-13 11:10:08.385,988.030029296875
27,7,2016-03-13 11:10:09.370,988.087646484375
28,7,2016-03-13 11:10:10.366,988.064208984375
29,7,2016-03-13 11:10:11.368,988.023193359375
30,7,2016-03-13 11:10:12.377,988.05517578125
31,7,2016-03-13 11:10:13.402,988.018310546875
32,7,2016-03-13 11:10:14.368,988.06298828125
33,7,2016-03-13 11:10:15.389,988.0556640625
34,7,2016-03-13 11:10:16.369,988.00439453125
35,7,2016-03-13 11:10:17.366,987.998779296875
36,7,2016-03-13 11:10:18.371,988.013916015625
37,7,2016-03-13 11:10:19.389,988.006103515625
38,7,2016-03-13 11:10:20.365,987.98828125
39,7,2016-03-13 11:10:21.365,988.033447265625
40,7,2016-03-13 11:10:22.368,987.983154296875
41,7,2016-03-13 11:10:23.377,987.953857421875
42,7,2016-03-13 11:10:24.365,987.968994140625
43,7,2016-03-13 11:10:25.364,987.9619140625
44,7,2016-03-13 11:10:26.368,987.912109375
45,7,2016-03-13 11:10:27.383,987.922607421875
46,7,2016-03-13 11:10:28.365,987.974853515625
47,7,2016-03-13 11:10:29.374,987.9287109375
48,7,2016-03-13 11:10:30.367,987.96484375
49,7,2016-03-13 11:10:31.375,987.860595703125
50,7,2016-03-13 11:10:32.368,987.927734375
51,7,2016-03-13 11:10:33.367,987.895751953125
52,7,2016-03-13 11:10:34.371,987.905029296875
53,7,2016-03-13 11:10:35.366,987.84619140625
54,7,2016-03-13 11:10:36.364,987.900390625
55,7,2016-03-13 11:10:37.398,987.8349609375
56,7,2016-03-13 11:10:38.373,987.962646484375
57,7,2016-03-13 11:10:39.366,987.873046875
58,7,2016-03-13 11:10:40.367,987.917236328125
59,7,2016-03-13 11:10:41.375,987.875244140625
60,7,2016-03-13 11:10:42.367,987.837646484375
61,7,2016-03-13 11:10:43.432,987.948974609375
62,7,2016-03-13 11:10:44.381,987.88525390625
63,7,2016-03-13 11:10:45.371,987.86962890625
64,7,2016-03-13 11:10:46.392,987.865234375
65,7,2016-03-13 11:10:47.367,987.817626953125
66,7,2016-03-13 11:10:48.368,987.905517578125
67,7,2016-03-13 11:10:49.366,987.829345703125
68,7,2016-03-13 11:10:50.366,987.87109375
69,7,2016-03-13 11:10:51.365,987.905029296875
70,7,2016-03-13 11:10:52.368,987.8916015625
71,7,2016-03-13 11:10:53.425,987.882568359375
72,7,2016-03-13 11:10:54.375,987.841552734375
73,7,2016-03-13 11:10:55.389,987.830322265625
74,7,2016-03-13 11:10:56.393,987.802978515625
75,7,2016-03-13 11:10:57.393,987.853759765625
76,7,2016-03-13 11:10:58.397,987.844970703125
77,7,2016-03-13 11:10:59.383,987.867919921875
78,7,2016-03-13 11:11:00.391,987.82568359375
79,7,2016-03-13 11:11:01.393,987.906982421875
80,7,2016-03-13 11:11:02.397,987.820556640625
81,7,2016-03-13 11:11:03.395,987.86669921875
82,7,2016-03-13 11:11:04.392,987.91650390625
83,7,2016-03-13 11:11:05.397,987.90576171875
84,7,2016-03-13 11:11:06.391,987.887451171875
85,7,2016-03-13 11:11:07.394,987.851806640625
86,7,2016-03-13 11:11:08.375,987.818603515625
87,7,2016-03-13 11:11:09.369,987.89697265625
88,7,2016-03-13 11:11:10.369,987.946044921875
89,7,2016-03-13 11:11:11.397,987.90966796875
90,7,2016-03-13 11:11:12.371,987.8759765625
91,7,2016-03-13 11:11:13.416,987.9052734375
92,7,2016-03-13 11:11:14.378,987.957763671875
93,7,2016-03-13 11:11:15.395,987.932373046875
94,7,2016-03-13 11:11:16.422,987.8955078125
95,7,2016-03-13 11:11:17.391,987.880126953125
96,7,2016-03-13 11:11:18.391,987.894775390625
97,7,2016-03-13 11:11:19.392,987.915283203125
98,7,2016-03-13 11:11:20.406,987.8681640625
99,7,2016-03-13 11:11:21.392,987.8984375
100,7,2016-03-13 11:11:22.372,987.890380859375
101,7,2016-03-13 11:11:23.394,987.840576171875
102,7,2016-03-13 11:11:24.406,987.848876953125
103,7,2016-03-13 11:11:25.391,987.891357421875
104,7,2016-03-13 11:11:26.395,987.8291015625
105,7,2016-03-13 11:11:27.390,987.871337890625
106,7,2016-03-13 11:11:28.390,987.832763671875
