_id,sensor_id,date,pressure
1,7,2016-03-10 16:08:13.193,997.860595703125
2,7,2016-03-10 16:08:14.195,997.818603515625
3,7,2016-03-10 16:08:15.196,997.75390625
4,7,2016-03-10 16:08:16.194,997.77587890625
5,7,2016-03-10 16:08:17.185,997.81591796875
6,7,2016-03-10 16:08:18.176,997.8369140625
7,7,2016-03-10 16:08:19.185,997.8662109375
8,7,2016-03-10 16:08:20.190,997.86767578125
9,7,2016-03-10 16:08:21.194,997.841796875
10,7,2016-03-10 16:08:22.186,997.806396484375
11,7,2016-03-10 16:08:23.191,997.87158203125
12,7,2016-03-10 16:08:24.191,997.886962890625
13,7,2016-03-10 16:08:25.194,997.852294921875
14,7,2016-03-10 16:08:26.194,997.81689453125
15,7,2016-03-10 16:08:27.185,997.870361328125
16,7,2016-03-10 16:08:28.194,997.888916015625
17,7,2016-03-10 16:08:29.194,997.878662109375
18,7,2016-03-10 16:08:30.192,997.863037109375
19,7,2016-03-10 16:08:31.187,997.840087890625
20,7,2016-03-10 16:08:32.185,997.852294921875
21,7,2016-03-10 16:08:33.194,997.843505859375
22,7,2016-03-10 16:08:34.191,997.920166015625
23,7,2016-03-10 16:08:35.186,997.898681640625
24,7,2016-03-10 16:08:36.194,997.840087890625
25,7,2016-03-10 16:08:37.193,997.781005859375
26,7,2016-03-10 16:08:38.194,997.862060546875
27,7,2016-03-10 16:08:39.185,997.885498046875
28,7,2016-03-10 16:08:40.176,997.87109375
29,7,2016-03-10 16:08:41.191,997.83642578125
30,7,2016-03-10 16:08:42.208,997.861572265625
31,7,2016-03-10 16:08:43.185,997.833740234375
32,7,2016-03-10 16:08:44.193,997.890869140625
33,7,2016-03-10 16:08:45.191,997.8828125
34,7,2016-03-10 16:08:46.193,997.873046875
35,7,2016-03-10 16:08:47.179,997.868896484375
36,7,2016-03-10 16:08:48.185,997.8466796875
37,7,2016-03-10 16:08:49.200,997.90771484375
38,7,2016-03-10 16:08:50.192,997.86181640625
39,7,2016-03-10 16:08:51.204,997.806884765625
40,7,2016-03-10 16:08:52.185,997.902587890625
41,7,2016-03-10 16:08:53.188,997.85498046875
42,7,2016-03-10 16:08:54.187,997.856689453125
43,7,2016-03-10 16:08:55.193,997.849853515625
44,7,2016-03-10 16:08:56.185,997.8544921875
45,7,2016-03-10 16:08:57.204,997.783203125
46,7,2016-03-10 16:08:58.192,997.8037109375
47,7,2016-03-10 16:08:59.191,997.9208984375
48,7,2016-03-10 16:09:00.185,997.778076171875
49,7,2016-03-10 16:09:01.191,997.805908203125
50,7,2016-03-10 16:09:02.215,997.779052734375
51,7,2016-03-10 16:09:03.202,997.8798828125
52,7,2016-03-10 16:09:04.183,997.797607421875
53,7,2016-03-10 16:09:05.191,997.81298828125
54,7,2016-03-10 16:09:06.186,997.751953125
55,7,2016-03-10 16:09:07.187,997.810302734375
56,7,2016-03-10 16:09:08.192,997.731201171875
57,7,2016-03-10 16:09:09.184,997.797607421875
58,7,2016-03-10 16:09:10.185,997.827392578125
59,7,2016-03-10 16:09:11.191,997.87646484375
60,7,2016-03-10 16:09:12.194,997.85107421875
61,7,2016-03-10 16:09:13.190,997.841552734375
62,7,2016-03-10 16:09:14.196,997.797607421875
63,7,2016-03-10 16:09:15.191,997.82177734375
64,7,2016-03-10 16:09:16.194,997.84521484375
65,7,2016-03-10 16:09:17.193,997.847412109375
66,7,2016-03-10 16:09:18.190,997.822998046875
67,7,2016-03-10 16:09:19.182,997.806640625
68,7,2016-03-10 16:09:20.190,997.760498046875
69,7,2016-03-10 16:09:21.186,997.843017578125
70,7,2016-03-10 16:09:22.185,997.8408203125
71,7,2016-03-10 16:09:23.190,997.80810546875
72,7,2016-03-10 16:09:24.194,997.861572265625
73,7,2016-03-10 16:09:25.184,997.825927734375
74,7,2016-03-10 16:09:26.193,997.875732421875
75,7,2016-03-10 16:09:27.185,997.8134765625
76,7,2016-03-10 16:09:28.194,997.81494140625
77,7,2016-03-10 16:09:29.200,997.81298828125
78,7,2016-03-10 16:09:30.192,997.883056640625
