_id,sensor_id,date,total_gain,total_loss,STEP_GAIN,STEP_LOSS,STEP_ASC,STEP_DESC,RATE,STAIR_ASC,STAIR_DESC
1,7,2016-03-13 10:33:09.605,1018,794,0,0,0,0,-12.0,0,0
2,10,2016-03-13 10:33:10.605,1018,794,0,0,0,0,-14.0,0,0
3,10,2016-03-13 10:33:11.606,1018,794,0,0,0,0,-13.0,0,0
4,10,2016-03-13 10:33:12.604,1018,794,0,0,0,0,-15.0,0,0
5,10,2016-03-13 10:33:13.605,1018,794,0,0,0,0,-17.0,0,0
6,10,2016-03-13 10:33:14.605,1018,794,0,0,0,0,-18.0,0,0
7,10,2016-03-13 10:33:15.605,1018,794,0,0,0,0,-13.0,0,0
8,10,2016-03-13 10:33:16.605,1018,794,0,0,0,0,-14.0,0,0
9,10,2016-03-13 10:33:17.611,1018,794,0,0,0,0,-15.0,0,0
10,10,2016-03-13 10:33:18.606,1018,916,0,0,0,0,-13.0,0,0
11,10,2016-03-13 10:33:19.605,1018,916,0,0,0,0,-13.0,0,0
12,10,2016-03-13 10:33:20.616,1018,916,0,0,0,0,-6.0,0,0
13,10,2016-03-13 10:33:21.615,1018,916,0,0,0,0,-6.0,0,0
14,10,2016-03-13 10:33:22.604,1018,916,0,0,0,0,-5.0,0,0
15,10,2016-03-13 10:33:23.595,1018,916,0,0,0,0,-6.0,0,0
16,10,2016-03-13 10:33:24.600,1018,916,0,0,0,0,-5.0,0,0
17,10,2016-03-13 10:33:25.605,1018,916,0,0,0,0,-3.0,0,0
18,10,2016-03-13 10:33:26.605,1018,916,0,0,0,0,-4.0,0,0
19,10,2016-03-13 10:33:27.605,1018,916,0,0,0,0,-4.0,0,0
20,10,2016-03-13 10:33:28.606,1018,916,0,0,0,0,-4.0,0,0
21,10,2016-03-13 10:33:29.605,1018,916,0,0,0,0,-5.0,0,0
22,10,2016-03-13 10:33:30.614,1018,916,0,0,0,0,-7.0,0,0
23,10,2016-03-13 10:33:31.608,1018,916,0,0,0,0,-4.0,0,0
24,10,2016-03-13 10:33:32.607,1018,916,0,0,0,0,-2.0,0,0
25,10,2016-03-13 10:33:33.628,1018,916,0,0,0,0,-1.0,0,0
26,10,2016-03-13 10:33:34.612,1018,916,0,0,0,0,-2.0,0,0
27,10,2016-03-13 10:33:35.615,1018,916,0,0,0,0,-2.0,0,0
28,10,2016-03-13 10:33:36.611,1018,916,0,0,0,0,1.0,0,0
29,10,2016-03-13 10:33:37.611,1018,916,0,0,0,0,1.0,0,0
30,10,2016-03-13 10:33:38.611,1018,916,0,0,0,0,3.0,0,0
31,10,2016-03-13 10:33:39.605,1018,916,0,0,0,0,5.0,0,0
32,10,2016-03-13 10:33:40.615,1018,916,0,0,0,0,11.0,0,0
33,10,2016-03-13 10:33:41.615,1018,916,0,0,0,0,12.0,0,0
34,10,2016-03-13 10:33:42.605,1018,916,0,0,0,0,5.0,0,0
35,10,2016-03-13 10:33:43.613,1018,916,0,0,0,0,-1.0,0,0
36,10,2016-03-13 10:33:44.612,1018,916,0,0,0,0,-6.0,0,0
37,10,2016-03-13 10:33:45.605,1018,916,0,0,0,0,-8.0,0,0
38,10,2016-03-13 10:33:46.611,1018,916,0,0,0,0,-4.0,0,0
39,10,2016-03-13 10:33:47.611,1018,916,0,0,0,0,-4.0,0,0
40,10,2016-03-13 10:33:48.605,1018,916,0,0,0,0,-1.0,0,0
41,10,2016-03-13 10:33:49.611,1018,916,0,0,0,0,2.0,0,0
42,10,2016-03-13 10:33:50.611,1018,916,0,0,0,0,3.0,0,0
43,10,2016-03-13 10:33:51.611,1018,916,0,0,0,0,4.0,0,0
44,10,2016-03-13 10:33:52.606,1018,916,0,0,0,0,3.0,0,0
45,10,2016-03-13 10:33:53.611,1018,916,0,0,0,0,3.0,0,0
46,10,2016-03-13 10:33:54.612,1018,916,0,0,0,0,1.0,0,0
47,10,2016-03-13 10:33:55.605,1018,916,0,0,0,0,4.0,0,0
48,10,2016-03-13 10:33:56.609,1018,916,0,0,0,0,5.0,0,0
49,10,2016-03-13 10:33:57.612,1018,916,0,0,0,0,5.0,0,0
50,10,2016-03-13 10:33:58.609,1018,916,0,0,0,0,5.0,0,0
51,10,2016-03-13 10:33:59.612,1018,916,0,0,0,0,0.0,0,0
52,10,2016-03-13 10:34:00.606,1018,916,0,0,0,0,0.0,0,0
53,10,2016-03-13 10:34:01.610,1018,916,0,0,0,0,-7.0,0,0
54,10,2016-03-13 10:34:02.605,1018,916,0,0,0,0,-1.0,0,0
55,10,2016-03-13 10:34:03.613,1018,916,0,0,0,0,2.0,0,0
56,10,2016-03-13 10:34:04.615,1018,916,0,0,0,0,4.0,0,0
57,10,2016-03-13 10:34:05.621,1018,916,0,0,0,0,1.0,0,0
58,10,2016-03-13 10:34:06.610,1018,916,0,0,0,0,6.0,0,0
59,10,2016-03-13 10:34:07.615,1018,916,0,0,0,0,3.0,0,0
60,10,2016-03-13 10:34:08.613,1018,916,0,0,0,0,3.0,0,0
61,10,2016-03-13 10:34:09.618,1018,916,0,0,0,0,1.0,0,0
62,10,2016-03-13 10:34:10.616,1018,916,0,0,0,0,2.0,0,0
63,10,2016-03-13 10:34:11.605,1018,916,0,0,0,0,0.0,0,0
64,10,2016-03-13 10:34:12.606,1018,916,0,0,0,0,-1.0,0,0
65,10,2016-03-13 10:34:13.612,1018,916,0,0,0,0,3.0,0,0
66,10,2016-03-13 10:34:14.605,1018,916,0,0,0,0,2.0,0,0
67,10,2016-03-13 10:34:15.604,1018,916,0,0,0,0,1.0,0,0
68,10,2016-03-13 10:34:16.605,1018,916,0,0,0,0,-3.0,0,0
69,10,2016-03-13 10:34:17.605,1018,916,0,0,0,0,-4.0,0,0
70,10,2016-03-13 10:34:18.605,1018,916,0,0,0,0,-6.0,0,0
71,10,2016-03-13 10:34:19.606,1018,916,0,0,0,0,-5.0,0,0
72,10,2016-03-13 10:34:20.605,1018,916,0,0,0,0,-4.0,0,0
73,10,2016-03-13 10:34:21.612,1018,916,0,0,0,0,0.0,0,0
74,10,2016-03-13 10:34:22.606,1018,916,0,0,0,0,4.0,0,0
75,10,2016-03-13 10:34:23.619,1018,916,0,0,0,0,5.0,0,0
76,10,2016-03-13 10:34:24.613,1018,916,0,0,0,0,5.0,0,0
77,10,2016-03-13 10:34:25.605,1018,916,0,0,0,0,3.0,0,0
78,10,2016-03-13 10:34:26.613,1018,916,0,0,0,0,4.0,0,0
79,10,2016-03-13 10:34:27.610,1018,916,0,0,0,0,2.0,0,0
80,10,2016-03-13 10:34:28.615,1018,916,0,0,0,0,0.0,0,0
81,10,2016-03-13 10:34:29.604,1018,916,0,0,0,0,3.0,0,0
82,10,2016-03-13 10:34:30.611,1018,916,0,0,0,0,0.0,0,0
83,10,2016-03-13 10:34:31.604,1018,916,0,0,0,0,3.0,0,0
84,10,2016-03-13 10:34:32.605,1018,916,0,0,0,0,4.0,0,0
85,10,2016-03-13 10:34:33.604,1018,916,0,0,0,0,2.0,0,0
86,10,2016-03-13 10:34:34.614,1018,916,0,0,0,0,-1.0,0,0
87,10,2016-03-13 10:34:35.606,1018,916,0,0,0,0,-2.0,0,0
88,10,2016-03-13 10:34:36.604,1018,916,0,0,0,0,-3.0,0,0
89,10,2016-03-13 10:34:37.634,1018,916,0,0,0,0,-5.0,0,0
90,10,2016-03-13 10:34:38.610,1018,916,0,0,0,0,-4.0,0,0
91,10,2016-03-13 10:34:39.604,1018,916,0,0,0,0,-1.0,0,0
92,10,2016-03-13 10:34:40.611,1018,916,0,0,0,0,0.0,0,0
93,10,2016-03-13 10:34:41.613,1018,916,0,0,0,0,-1.0,0,0
94,10,2016-03-13 10:34:42.604,1018,916,0,0,0,0,-3.0,0,0
95,10,2016-03-13 10:34:43.609,1018,916,0,0,0,0,-2.0,0,0
96,10,2016-03-13 10:34:44.605,1018,916,0,0,0,0,-5.0,0,0
97,10,2016-03-13 10:34:45.605,1018,916,0,0,0,0,-6.0,0,0
98,10,2016-03-13 10:34:46.611,1018,916,0,0,0,0,-3.0,0,0
99,10,2016-03-13 10:34:47.614,1018,916,0,0,0,0,5.0,0,0
100,10,2016-03-13 10:34:48.610,1018,916,0,0,0,0,4.0,0,0
101,10,2016-03-13 10:34:49.604,1018,916,0,0,0,0,1.0,0,0
102,10,2016-03-13 10:34:50.614,1018,916,0,0,0,0,-2.0,0,0
103,10,2016-03-13 10:34:51.626,1018,916,0,0,0,0,-6.0,0,0
104,10,2016-03-13 10:34:52.626,1018,916,0,0,0,0,-7.0,0,0
105,10,2016-03-13 10:34:53.610,1018,916,0,0,0,0,-7.0,0,0
106,10,2016-03-13 10:34:54.610,1018,916,0,0,0,0,-1.0,0,0
107,10,2016-03-13 10:34:55.604,1018,916,0,0,0,0,-1.0,0,0
108,10,2016-03-13 10:34:56.609,1018,916,0,0,0,0,-4.0,0,0
109,10,2016-03-13 10:34:57.610,1018,916,0,0,0,0,-3.0,0,0
110,10,2016-03-13 10:34:58.610,1018,916,0,0,0,0,1.0,0,0
111,10,2016-03-13 10:34:59.609,1018,916,0,0,0,0,2.0,0,0
112,10,2016-03-13 10:35:00.609,1018,916,0,0,0,0,3.0,0,0
113,10,2016-03-13 10:35:01.612,1018,916,0,0,0,0,4.0,0,0
114,10,2016-03-13 10:35:02.604,1018,916,0,0,0,0,6.0,0,0
115,10,2016-03-13 10:35:03.610,1018,916,0,0,0,0,1.0,0,0
116,10,2016-03-13 10:35:04.612,1018,916,0,0,0,0,-1.0,0,0
117,10,2016-03-13 10:35:05.605,1018,916,0,0,0,0,1.0,0,0
118,10,2016-03-13 10:35:06.614,1018,916,0,0,0,0,0.0,0,0
119,10,2016-03-13 10:35:07.621,1018,916,0,0,0,0,-1.0,0,0
120,10,2016-03-13 10:35:08.637,1018,916,0,0,0,0,-6.0,0,0
121,10,2016-03-13 10:35:09.626,1018,916,0,0,0,0,-5.0,0,0
122,10,2016-03-13 10:35:10.621,1018,916,0,0,0,0,-2.0,0,0
123,10,2016-03-13 10:35:11.615,1018,916,0,0,0,0,-2.0,0,0
124,10,2016-03-13 10:35:12.617,1018,916,0,0,0,0,-4.0,0,0
125,10,2016-03-13 10:35:13.609,1018,916,0,0,0,0,-2.0,0,0
126,10,2016-03-13 10:35:14.613,1018,916,0,0,0,0,-1.0,0,0
127,10,2016-03-13 10:35:15.612,1018,916,0,0,0,0,-3.0,0,0
128,10,2016-03-13 10:35:16.610,1018,916,0,0,0,0,-2.0,0,0
129,10,2016-03-13 10:35:17.609,1018,916,0,0,0,0,4.0,0,0
130,10,2016-03-13 10:35:18.640,1018,916,0,0,0,0,4.0,0,0
131,10,2016-03-13 10:35:19.611,1018,916,0,0,0,0,3.0,0,0
132,10,2016-03-13 10:35:20.609,1018,916,0,0,0,0,1.0,0,0
133,10,2016-03-13 10:35:21.641,1018,916,0,0,0,0,2.0,0,0
134,10,2016-03-13 10:35:22.630,1018,916,0,0,0,0,5.0,0,0
135,10,2016-03-13 10:35:23.638,1018,916,0,0,0,0,6.0,0,0
136,10,2016-03-13 10:35:24.630,1018,916,0,0,0,0,1.0,0,0
137,10,2016-03-13 10:35:25.610,1018,916,0,0,0,0,1.0,0,0
138,10,2016-03-13 10:35:26.630,1018,916,0,0,0,0,0.0,0,0
139,10,2016-03-13 10:35:27.613,1018,916,0,0,0,0,1.0,0,0
140,10,2016-03-13 10:35:28.614,1018,916,0,0,0,0,1.0,0,0
141,10,2016-03-13 10:35:29.630,1018,916,0,0,0,0,3.0,0,0
142,10,2016-03-13 10:35:30.609,1018,916,0,0,0,0,3.0,0,0
143,10,2016-03-13 10:35:31.611,1018,916,0,0,0,0,2.0,0,0
144,10,2016-03-13 10:35:32.611,1018,916,0,0,0,0,-1.0,0,0
145,10,2016-03-13 10:35:33.608,1018,916,0,0,0,0,-1.0,0,0
